cod_assunto;cod_item_pai;artigo;dispositivo_legal;nome;glossario
3,443;3,442;art. 184 e art 12;CP e Lei 9.609/98;Violação de direito autoral;Art. 184. Violar direitos de autor e os que lhe são conexos: (Redação dada pela Lei nº 10.695, de 1º.7.2003) Pena - detenção, de 3 (três) meses a 1 (um) ano, ou multa. (Redação dada pela Lei nº 10.695, de 1º.7.2003) § 1o Se a violação consistir em reprodução total ou parcial, com intuito de lucro direto ou indireto, por qualquer meio ou processo, de obra intelectual, interpretação, execução ou fonograma, sem autorização expressa do autor, do artista intérprete ou executante, do produtor, conforme o caso, ou de quem os represente: (Redação dada pela Lei nº 10.695, de 1º.7.2003) Pena - reclusão, de 2 (dois) a 4 (quatro) anos, e multa. (Redação dada pela Lei nº 10.695, de 1º.7.2003) § 2o Na mesma pena do § 1o incorre quem, com o intuito de lucro direto ou indireto, distribui, vende, expõe à venda, aluga, introduz no País, adquire, oculta, tem em depósito, original ou cópia de obra intelectual ou fonograma reproduzido com violação do direito de autor, do direito de artista intérprete ou executante ou do direito do produtor de fonograma, ou, ainda, aluga original ou cópia de obra intelectual ou fonograma, sem a expressa autorização dos titulares dos direitos ou de quem os represente. (Redação dada pela Lei nº 10.695, de 1º.7.2003) § 3o Se a violação consistir no oferecimento ao público, mediante cabo, fibra ótica, satélite, ondas ou qualquer outro sistema que permita ao usuário realizar a seleção da obra ou produção para recebê-la em um tempo e lugar previamente determinados por quem formula a demanda, com intuito de lucro, direto ou indireto, sem autorização expressa, conforme o caso, do autor, do artista intérprete ou executante, do produtor de fonograma, ou de quem os represente: (Redação dada pela Lei nº 10.695, de 1º.7.2003) Pena - reclusão, de 2 (dois) a 4 (quatro) anos, e multa. (Incluído pela Lei nº 10.695, de 1º.7.2003) § 4o O disposto nos §§ 1o, 2o e 3o não se aplica quando se tratar de exceção ou limitação ao direito de autor ou os que lhe são conexos, em conformidade com o previsto na Lei nº 9.610, de 19 de fevereiro de 1998, nem a cópia de obra intelectual ou fonograma, em um só exemplar, para uso privado do copista, sem intuito de lucro direto ou indireto. (Incluído pela Lei nº 10.695, de 1º.7.2003)
3,446;3,445;197;CP;Atentado contra a liberdade de trabalho;"Atentado contra a liberdade de trabalho Art. 197 - Constranger alguém, mediante violência ou grave ameaça: I - a exercer ou não exercer arte, ofício, profissão ou indústria, ou a trabalhar ou não trabalhar durante certo período ou em determinados dias: Pena - detenção, de um mês a um ano, e multa, além da pena correspondente à violência; II - a abrir ou fechar o seu estabelecimento de trabalho, ou a participar de parede ou paralisação de atividade econômica: Pena - detenção, de três meses a um ano, e multa, além da pena correspondente à violência."
3,447;3,445;198;CP;Atentado contra a liberdade de contrato de trabalho e boicotagem violenta;Atentado contra a liberdade de contrato de trabalho e boicotagem violenta Art. 198 - Constranger alguém, mediante violência ou grave ameaça, a celebrar contrato de trabalho, ou a não fornecer a outrem ou não adquirir de outrem matéria-prima ou produto industrial ou agrícola: Pena - detenção, de um mês a um ano, e multa, além da pena correspondente à violência.
3,448;3,445;199;CP;Atentado contra a liberdade de associação;Atentado contra a liberdade de associação Art. 199 - Constranger alguém, mediante violência ou grave ameaça, a participar ou deixar de participar de determinado sindicato ou associação profissional: Pena - detenção, de um mês a um ano, e multa, além da pena correspondente à violência.
3,449;3,445;200;CP;Paralisação de trabalho, seguida de violência ou perturbação da ordem;Paralisação de trabalho, seguida de violência ou perturbação da ordem Art. 200 - Participar de suspensão ou abandono coletivo de trabalho, praticando violência contra pessoa ou contra coisa: Pena - detenção, de um mês a um ano, e multa, além da pena correspondente à violência. Parágrafo único - Para que se considere coletivo o abandono de trabalho é indispensável o concurso de, pelo menos, três empregados.
3,45;3,445;201;CP;Paralisação de trabalho de interesse coletivo;Paralisação de trabalho de interesse coletivo Art. 201 - Participar de suspensão ou abandono coletivo de trabalho, provocando a interrupção de obra pública ou serviço de interesse coletivo: Pena - detenção, de seis meses a dois anos, e multa.
3,451;3,445;202;CP;Invasão de estabelecimento industrial, comercial ou agrícola. Sabotagem;Invasão de estabelecimento industrial, comercial ou agrícola. Sabotagem Art. 202 - Invadir ou ocupar estabelecimento industrial, comercial ou agrícola, com o intuito de impedir ou embaraçar o curso normal do trabalho, ou com o mesmo fim danificar o estabelecimento ou as coisas nele existentes ou delas dispor: Pena - reclusão, de um a três anos, e multa.
3,452;3,445;203;CP;Frustração de direitos assegurados por lei trabalhista;"Frustração de direito assegurado por lei trabalhista Art. 203 - Frustrar, mediante fraude ou violência, direito assegurado pela legislação do trabalho: § 1º Na mesma pena incorre quem: (Incluído pela Lei nº 9.777, de 29.12.1998) I - obriga ou coage alguém a usar mercadorias de determinado estabelecimento, para impossibilitar o desligamento do serviço em virtude de dívida; (Incluído pela Lei nº 9.777, de 29.12.1998) II - impede alguém de se desligar de serviços de qualquer natureza, mediante coação ou por meio da retenção de seus documentos pessoais ou contratuais. (Incluído pela Lei nº 9.777, de 29.12.1998) § 2º A pena é aumentada de um sexto a um terço se a vítima é menor de dezoito anos, idosa, gestante, indígena ou portadora de deficiência física ou mental. (Incluído pela Lei nº 9.777, de 29.12.1998)"
3,453;3,445;205;CP;Exercício de atividade com infração de decisão administrativa;Exercício de atividade com infração de decisão administrativa Art. 205 - Exercer atividade, de que está impedido por decisão administrativa: Pena - detenção, de três meses a dois anos, ou multa.
3,454;3,445;206;CP;Aliciamento para fins de emigração;Aliciamento para o fim de emigração Art. 206 - Recrutar trabalhadores, mediante fraude, com o fim de levá-los para território estrangeiro. (Redação dada pela Lei nº 8.683, de 1993) Pena - detenção, de 1 (um) a 3 (três) anos e multa. (Redação dada pela Lei nº 8.683, de 1993)
3,455;3,445;207;CP;Aliciamento de trabalhadores de um local para outro do território nacional;Aliciamento de trabalhadores de um local para outro do território nacional Art. 207 - Aliciar trabalhadores, com o fim de levá-los de uma para outra localidade do território nacional: Pena - detenção de um a três anos, e multa. (Redação dada pela Lei nº 9.777, de 29.12.1998) § 1º Incorre na mesma pena quem recrutar trabalhadores fora da localidade de execução do trabalho, dentro do território nacional, mediante fraude ou cobrança de qualquer quantia do trabalhador, ou, ainda, não assegurar condições do seu retorno ao local de origem. (Incluído pela Lei nº 9.777, de 29.12.1998) § 2º A pena é aumentada de um sexto a um terço se a vítima é menor de dezoito anos, idosa, gestante, indígena ou portadora de deficiência física ou mental. (Incluído pela Lei nº 9.777, de 29.12.1998)
3,456;3,445;204;CP;Frustração de lei sobre a nacionalização do trabalho;Frustração de lei sobre a nacionalização do trabalho Art. 204 - Frustrar, mediante fraude ou violência, obrigação legal relativa à nacionalização do trabalho: Pena - detenção, de um mês a um ano, e multa, além da pena correspondente à violência.
3,458;3,457;211;CP;Destruição / Subração / Ocultação de Cadáver;Art. 211 - Destruir, subtrair ou ocultar cadáver ou parte dele: Pena - reclusão, de um a três anos, e multa.
3,459;3,457;209;CP;Impedimento ou Perturbação de Cerimônia Funerária;Art. 209 - Impedir ou perturbar enterro ou cerimônia funerária: Pena - detenção, de um mês a um ano, ou multa. Parágrafo único - Se há emprego de violência, a pena é aumentada de um terço, sem prejuízo da correspondente à violência.
3,46;3,457;212;CP;Vilipêndio a Cadáver;Art. 212 - Vilipendiar cadáver ou suas cinzas: Pena - detenção, de um a três anos, e multa.
3,461;3,457;210;CP;Violação a Sepultura;Art. 210 - Violar ou profanar sepultura ou urna funerária: Pena - reclusão, de um a três anos, e multa.
3,462;3,457;208;CP;Ultraje / Impedimento ou Perturbação de Culto Religioso;"Art. 208 - Escarnecer de alguém publicamente, por motivo de crença ou função religiosa; impedir ou perturbar cerimônia ou prática de culto religioso; vilipendiar publicamente ato ou objeto de culto religioso: Pena - detenção, de um mês a um ano, ou multa. Parágrafo único - Se há emprego de violência, a pena é aumentada de um terço, sem prejuízo da correspondente à violência."
3,465;3,463;213;CP;Estupro;Art. 213. Constranger alguém, mediante violência ou grave ameaça, a ter conjunção carnal ou a praticar ou permitir que com ele se pratique outro ato libidinoso: (Redação dada pela Lei nº 12.015, de 2009) Pena - reclusão, de 6 (seis) a 10 (dez) anos. (Redação dada pela Lei nº 12.015, de 2009) § 1o Se da conduta resulta lesão corporal de natureza grave ou se a vítima é menor de 18 (dezoito) ou maior de 14 (catorze) anos: (Incluído pela Lei nº 12.015, de 2009) Pena - reclusão, de 8 (oito) a 12 (doze) anos. (Incluído pela Lei nº 12.015, de 2009) § 2o Se da conduta resulta morte: (Incluído pela Lei nº 12.015, de 2009) Pena - reclusão, de 12 (doze) a 30 (trinta) anos (Incluído pela Lei nº 12.015, de 2009) Redação anterior: Art. 213 - Constranger mulher à conjunção carnal, mediante violência ou grave ameaça: Pena - reclusão, de seis a dez anos. (Redação dada pela Lei nº 8.072, de 25.7.1990)
3,466;3,463;214;CP;Atentado Violento ao Pudor;Esse assunto só deve ser utilizado caso o crime tenha sido praticado ATÉ 09/08/2009 (dia anterior ao da Publicação da Lei 12.015/2009). Art. 214 - Constranger alguém, mediante violência ou grave ameaça, a praticar ou permitir que com ele se pratique ato libidinoso diverso da conjunção carnal: Vide Lei nº 8.072, de 25.7.90 Pena - reclusão, de seis a dez anos. (Redação dada pela Lei nº 8.072, de 25.7.1990)
3,467;3,463;Art. 216;CP;Atentado ao Pudor Mediante Fraude;Esse assunto só deve ser utilizado caso o crime tenha sido praticado ATÉ 09/08/2009 (dia anterior ao da Publicação da Lei 12.015/2009). Art. 216. Induzir alguém, mediante fraude, a praticar ou submeter-se à prática de ato libidinoso diverso da conjunção carnal: (Redação dada pela Lei nº 11.106, de 2005) Pena - reclusão, de um a dois anos.
3,468;3,463;Art. 218;CP;Corrupção de Menores;Art. 218. Induzir alguém menor de 14 (catorze) anos a satisfazer a lascívia de outrem: (Redação dada pela Lei nº 12.015, de 2009) Pena - reclusão, de 2 (dois) a 5 (cinco) anos. (Redação dada pela Lei nº 12.015, de 2009) Parágrafo único. (VETADO). (Incluído pela Lei nº 12.015, de 2009) Redação anterior: Art. 218 - Corromper ou facilitar a corrupção de pessoa maior de 14 (catorze) e menor de 18 (dezoito) anos, com ela praticando ato de libidinagem, ou induzindo-a a praticá-lo ou presenciá-lo: Pena - reclusão, de 1 (um) a 4 (quatro) anos.
3,469;3,463;233 e 234;CP;Ultraje Público ao Pudor (Ato/Escrito Obsceno);"Art. 233 - Praticar ato obsceno em lugar público, ou aberto ou exposto ao público: Pena - detenção, de três meses a um ano, ou multa. Art. 234 - Fazer, importar, exportar, adquirir ou ter sob sua guarda, para fim de comércio, de distribuição ou de exposição pública, escrito, desenho, pintura, estampa ou qualquer objeto obsceno: Pena - detenção, de seis meses a dois anos, ou multa. Parágrafo único - Incorre na mesma pena quem: I - vende, distribui ou expõe à venda ou ao público qualquer dos objetos referidos neste artigo; II - realiza, em lugar público ou acessível ao público, representação teatral, ou exibição cinematográfica de caráter obsceno, ou qualquer outro espetáculo, que tenha o mesmo caráter; III - realiza, em lugar público ou acessível ao público, ou pelo rádio, audição ou recitação de caráter obsceno."
3,471;3,463;227;CP;Mediação para Servir a Lascívia de Outrem;Art. 227 - Induzir alguém a satisfazer a lascívia de outrem: Pena - reclusão, de um a três anos. § 1o Se a vítima é maior de 14 (catorze) e menor de 18 (dezoito) anos, ou se o agente é seu ascendente, descendente, cônjuge ou companheiro, irmão, tutor ou curador ou pessoa a quem esteja confiada para fins de educação, de tratamento ou de guarda: (Redação dada pela Lei nº 11.106, de 2005) Pena - reclusão, de dois a cinco anos. § 2º - Se o crime é cometido com emprego de violência, grave ameaça ou fraude: Pena - reclusão, de dois a oito anos, além da pena correspondente à violência. § 3º - Se o crime é cometido com o fim de lucro, aplica-se também multa.
3,474;3,473;244;CP;Abandono Material;"Art. 244. Deixar, sem justa causa, de prover a subsistência do cônjuge, ou de filho menor de 18 (dezoito) anos ou inapto para o trabalho, ou de ascendente inválido ou maior de 60 (sessenta) anos, não lhes proporcionando os recursos necessários ou faltando ao pagamento de pensão alimentícia judicialmente acordada, fixada ou majorada; deixar, sem justa causa, de socorrer descendente ou ascendente, gravemente enfermo: (Redação dada pela Lei nº 10.741, de 2003) Pena - detenção, de 1 (um) a 4 (quatro) anos e multa, de uma a dez vezes o maior salário mínimo vigente no País. (Redação dada pela Lei nº 5.478, de 1968) Parágrafo único - Nas mesmas penas incide quem, sendo solvente, frustra ou ilide, de qualquer modo, inclusive por abandono injustificado de emprego ou função, o pagamento de pensão alimentícia judicialmente acordada, fixada ou majorada. (Incluído pela Lei nº 5.478, de 1968)"
3,475;3,473;246 e 247;CP;Abandono Intelectual;"Art. 246 - Deixar, sem justa causa, de prover à instrução primária de filho em idade escolar: Pena - detenção, de quinze dias a um mês, ou multa. Art. 247 - Permitir alguém que menor de dezoito anos, sujeito a seu poder ou confiado à sua guarda ou vigilância: I - freqüente casa de jogo ou mal-afamada, ou conviva com pessoa viciosa ou de má vida; II - freqüente espetáculo capaz de pervertê-lo ou de ofender-lhe o pudor, ou participe de representação de igual natureza; III - resida ou trabalhe em casa de prostituição; IV - mendigue ou sirva a mendigo para excitar a comiseração pública: Pena - detenção, de um a três meses, ou multa."
