cod_assunto;cod_item_pai;artigo;dispositivo_legal;nome
5,893;3,603;22;Lei 5478/68;Crime Contra a Administração da Justiça - Lei da Ação de Alimentos
5,894;3,607;34;Lei 11.343/06;Fabricação de Objeto Destinado a Produção de Drogas e Condutas Afins
5,895;3,607;33, § 2º;Lei 11343/06;Indução, Instigação ou Auxílio ao Uso de Drogas
5,896;3,607;33, § 3º;Lei 11343/06;Oferecimento de Drogas para Consumo Conjunto
5,897;3,607;35;Lei 11.343/06;Associação para a Produção e Tráfico e Condutas Afins
5,898;3,607;36;Lei 11414/06;Financiamento ou Custeio de Produção ou Tráfico de Drogas
5,899;3,607;37;Lei 11343/06;Colaboração com Grupo, Organização ou Associação Destinados à Produção ou Tráfico de Drogas
5,9;3,607;38;Lei 11343/06;Prescrição Culposa de Drogas
5,901;3,607;39;Lei 11343/06;Condução de Embarcação ou Aeronave sob Efeito de Drogas
5,903;5,875;359-A;CP;Contratação de Operação de Crédito
5,904;5,875;359-B;CP;Inscrição de Despesas Não Empenhadas
5,905;5,875;359-C;CP;Assunção de Obrigação no Último Ano do Mandato ou Legislatura
5,906;5,875;359-D;CP;Ordenação de Despesa Não Autorizada
5,907;5,875;359-E;CP;Prestação de Garantia Graciosa
5,908;5,875;359-F;CP;Não Cancelamento de Restos a Pagar
5,909;5,875;359-G;CP;Aumento de Despesa com Pessoal no Último Ano do Mandato ou Legislatura
5,91;5,875;359-H;CP;Oferta Pública ou Colocação de Títulos no Mercado
5,911;3,388;130;CP;Perigo de Contágio Venéreo
5,913;14;150;CF1988;Limitações ao Poder de Tributar
5,914;5,913;150, VI;CF1988;Imunidade
5,915;5,913;"150, § 6º; 176 -179";"CF1988; L 5.172/66 (CTN)";Isenção
5,916;14;"145, I e 154 ; 16 a 76";"CF 1988 ; CTN";Impostos
5,917;5,916;153, III;"CF 1988 ; L 7.713/1988; L 9.250/1995; L 9.532/1997; L 10.451/2002; L 10.828/2003; D 3000/1999";IRPF/Imposto de Renda de Pessoa Física
5,918;5,917;6º, V;"L 7.713/1988 ; Sum 215 STJ";Incidência sobre PDV
5,919;5,917;6º, XIV e XV;"L 7.713/1988 ; L 11.052/2004";Incidência sobre Aposentadoria
5,92;5,917;43;"L 7.713/1988 ; MP 2.189-49/2001; IN 118/2000 SRF";Incidência sobre Aplicações Financeiras
5,921;5,917;6º, V;"L 7.713/1988 ; Sum 136 do STJ";Incidência sobre Licença-Prêmio/Abono/Indenização
5,922;5,917;7º, e 47;L 7.713/1988;Retido na fonte
5,925;5,917;35;L 7.713/1988;Incidência sobre Participação nos Lucros
5,926;5,917;18 à 22;L 7.713/1988;Incidência sobre Lucro Imobiliário
5,927;5,917;43, II;D 3000/1999.;Incidência sobre 1/3 de férias (art. 7º, XVII da CF)
5,928;5,917;"26 ; 638";"L 7.713/1988; D 3000/1999";Incidência sobre 13° Salário
5,929;5,917;43, IV;D 3000/1999.;Incidência sobre Função Comissionada
5,93;5,917;43;D 3000/1999;Incidência sobre Hora Extra
5,933;5,916;153, III;"CF 1988; L 9.249/1995; Dec 3000/1999";IRPJ/Imposto de Renda de Pessoa Jurídica
5,934;5,933;"51 ; 11, I.";"L 7.713/1988 ; L 7.256/1984; Sum. 184 STJ";Microempresa
5,935;5,933;"4º ; 2º e segs. ; 1º; 185";"L 9.249/1995 ; L 7.799/1989 ; L 8.200/1991 ; L 6.404/1976";Demonstrações Financeiras (DCTF)
5,936;5,933;"20 e segs. ; 36 e 37";"L 8.383/1991 ; L 8.541/1992";Incidência sobre Aplicações Financeiras
5,937;5,933;"36 e 37 ; 9º, § 3º ; 5º";"L 8.541/1992 ; L 9.249/1995 ; L 9.779/1999 ; Sum 262 STJ";Retido na fonte
5,939;5,933;146, III, c;"CF 1988 ; Sum 262 STJ";Cooperativa
5,94;5,933;"42 ; 15";"L 8.981/1995 ; L 9.065/95 ; MP 812/9";Compensação de Prejuízos
5,941;5,916;"153, I ; 19 a 22.";"CF 1988 ; CTN ; DL 37/1966 ;Sum 84 STF";II/ Imposto sobre Importação
5,943;5,941;78;DL 37/1966;Drawback
5,944;5,916;"153, II ; 23 a 28.";"CF 1988; CTN ; DL 1.578/1977.";IE/ Imposto sobre Exportação
5,945;5,916;"153, IV ; 46 a 51.";"CF 1988; CTN.";IPI/ Imposto sobre Produtos Industrializados
5,946;5,916;155, II;"CF 1988; LC 87/1996";ICMS/ Imposto sobre Circulação de Mercadorias
5,948;5,916;153, V;"CF 1988; L 8.894/1994";IOC/IOF Imposto sobre operações de crédito, câmbio e seguro, ou relativas a títulos ou valores mobiliários
5,949;5,948;1º, IV;L 8.033/1990;Incidência sobre Ações de Companhias Abertas
5,95;5,916;"153, IV ; 29 a 31.";"CF 1988 ; CTN ; L 9.393/1996 ; D 4.382/2002.";ITR/ Imposto Territorial Rural
5,951;5,916;156, III;"CF 1988; LC 116/2003; Sum 588 STF; Sum 138 STJ ; Sum 156 STJ ; Sum 167 STJ ; Sum 274.";ISS/ Imposto sobre Serviços
5,952;5,916;"156, I ; 32 a 34.";"CF 1988; CTN; Sum 589 STF; Sum 668 STF; Sum 724 STF; Sum 166 STJ.";IPTU/ Imposto Predial e Territorial Urbano
5,953;5,916;155, III;CF 1988;IPVA - Imposto Sobre Propriedade de Veículos Automotores
5,954;5,916;156, II;"CF 1988 ; Sum 656 STF.";ITBI - Imposto de Transmissão Intervivos de Bens Móveis e Imóveis
5,955;5,916;155, I;"CF 1988 ; Sum 112 STF ; Sum 113 ; Sum 114 STF ; Sum 115 STF ; Sum 331 STF ; Sum 435 STF ; Sum 590 STF.";ITCD - Imposto de Transmissão Causa Mortis
5,956;14;"145, II e § 2º ; 77 a 80";"CF 1988 ; CTN";Taxas
5,958;5,957;20, I;DL 227/1967;Taxa Anual por Hectare
5,959;5,957;D 80.145, art. 56;"DL 3.982/1941 ; DL 5.369/1943 ; DL 8.439/1945 ; L 5.033/1966 ; D 80.145/1977.";Taxa de Armazenamento
5,96;5,957;Lei 2145/53, art. 10;"L 2.145/1953 ; Res 11/2005 SF ; Sum 22 TRF4.";Taxa de Despacho Aduaneiro
5,961;5,957;40, Parágrafo único;DL 227/1967;Taxa de Exploração Mineral
5,962;5,957;17-B e ss;"L 6.938/1981; L 9.960/2000 ; L 10.165/2000.";Taxa de Fiscalização Ambiental
5,963;5,957;10;"L 2.145/1953 ; Res 11/2005 SF ; Sum 22 TRF4";Taxa de Guia de Importação
5,964;5,957;10;"L 2.145/1953 ; Res 11/2005 SF ; Sum 22 TRF4";Taxa de Licença de Importação
5,965;5,957;Lei 3421, art. 2º, a;"L 3.421/1958; DL 8.311/1945; DL 2.185/1984; Sum 220 TFR.";Taxa de Melhoramento de Portos
5,966;5,957;"D 80.145, art. 56, IV; DL 5369, 2º.";"DL 3.982/1941 ; DL 5.369/1943 ; DL 8.439/1945 ; L 5.033/1966 ; D 80.145/1977.";Taxa de Permanência
5,967;5,957;20, I e II;Lei 9.961/2000.;Taxa de Saúde Suplementar
5,968;5,957;"1º e segs. ; 52.";"L 7.940/1989 ; L 11.076/2004.";Taxa de Fiscalização da Comissão de Valores Mobiliários
5,969;5,957;arts. 1º a 14;L 9.289/1996;Taxa Judiciária
5,97;5,957;7, B;L 5.966/1973.;Taxa de Aferição de Equipamentos de Metrologia
5,971;5,956;"CF, art. 145, II; CTN, art. 77";"CF; CTN";Estaduais
5,973;14;148;CF 1988.;Empréstimos Compulsórios
5,974;5,973;10 e segs.;"DL 2.288/1986 ; Sum 1 TRF4.";Aquisição de veículos automotores
5,975;5,973;10 e segs.;"DL 2.288/1986 ; Sum 1 TRF4.";Aquisição de combustíveis
5,977;5,973;ADCT 1988 34, § 12;"L 4.156/1962 ; L 5.073/1966; L 7.181/1983; ADCT 1988";Energia Elétrica
5,978;14;113;CTN;Obrigação Tributária
5,979;5,978;128 a 138;CTN;Responsabilidade tributária
5,98;5,979;135, III e 137, III, c;CTN;Responsabilidade Tributária do Sócio-Gerente / Diretor / Representante
5,981;5,979;150, § 7º;CF 1988;Substituição Tributária
5,982;5,978;"IN 304 SRF, art. 3º e 4º;";"IN 304/2003 SRF; IN 316/2003 da SRF.";DIMOB/Declaração de Informações sobre Atividades Imobilíárias
5,983;5,978;arts. 14, 19 e 31;IN 748/2007 RFB;CNPJ/Cadastro Nacional de Pessoas Jurídicas
5,984;5,978;arts. 18, 20 e 39;IN 461/1964 SRF;CPF/Cadastro de Pessoas Físicas
5,985;5,978;113, § 2º;CTN;Obrigação Acessória
5,986;14;139 e segs, especialmente 183 a 193.;CTN;Crédito Tributário
5,987;5,986;156 e segs.;CTN;Suspensão da Exigibilidade
5,988;5,987;art. 151, II;CTN;Carta de fiança
5,989;5,987;art. 151, VI;CTN;Parcelamento
5,99;5,986;156 e segs.;CTN;Extinção do Crédito Tributário
5,992;5,99;174;CTN;Prescrição
5,993;5,99;173;CTN;Decadência
5,994;5,99;"170-A ; 74";"CTN ; L 9.430/1996";Compensação
5,995;5,99;11;"CTN ; L 6.830/1980";TDA/Títulos da Dívida Agrária
5,996;5,986;175 II e 180 e 182;CTN;Anistia
5,997;5,986;138;CTN;Denúncia espontânea
5,998;5,986;142 a 150;CTN;Lançamento
5,999;5,986;205 a 208;CTN;CND/Certidão Negativa de Débito
6;5,999;205;CTN;Expedição de CND
6,001;5,999;206;CTN;Expedição de Certidão Positiva de Débito com Efeito de Negativa
6,002;5,999;"7º, V ; 27";L 8.036/1990;Certificado de Regularidade - FGTS
6,003;5,986;"arts. 43, §2º, 151, I, 155, XII, g, 156, §3º, III, 195, §3º, 227, §3º, VI; ADCT, art. 40.";CF;Incentivos fiscais
6,004;5,986;art. 38;Lei 6830/80;Anulação de Débito Fiscal
6,005;5,986;"161, § 1º e 167, parágrafo único ; 14, III , 16 e 39 § 4º";"CTN ; L 9.250/1995";Juros/Correção Monetária
6,006;5,986;"160 ; 30";"CTN ; L 8.212/1991";Prazo de Recolhimento
6,007;5,986;165 a 169;CTN;Repetição de indébito
6,008;5,986;"145, § 2 º, 150, § º, § 6º, 154, I, 155, § 2º, XI e XII ; 20, 24 25 33 44 47 64 e 77";"CF 1988 ; CTN";Base de Cálculo
6,01;5,986;155, § 2º, II;"CF 1988 ; L 9.363/1996 ; MP 1.508-20/1997 ; Lei 9.493/1997 ; 10.276/2001";Crédito Presumido
6,011;5,986;114 a 118;CTN;Fato Gerador/Incidência
6,012;5,986;149, § 1º, § 2º, III, 153, § 1º, § 5º, 155, § 2º, IV a VIII, § 4º, IV, § 6º;CF 1988;Alíquota
6,013;6,012;art. 153, §1º, 155, §2º, V, VI, VII, VIII, IX, X e XI;CF;Alíquota Zero
6,014;6,012;arts. 153, I, II, IV, V, 155, I, 156, I;CF;Alíquota Progressiva
6,015;6,012;art. 48;CTN;Índice da Alíquota
6,016;5,986;art. 153, §3º, II, 154, I, 155, §2º, I;CF;Creditamento
6,017;14;"131, § 3º ; 201";"CF 1988 ; CTN ; L 6.830/1980";Dívida Ativa
6,018;14;5, LV;"CF 1988 ; D 70.352/1972 ; L 9.784/1999 ; L 9.430/1996";Processo Administrativo Fiscal
6,019;6,018;"5º, LV ; 32 ; 126, § 1° e § 2°";"CF 1988 ; D 70.352/1972 ; L 8.213/1991 ; L 9.639/1998 ; L 10.522/2002";Depósito Prévio ao Recurso Administrativo
6,02;6,018;"5, LV ; 32, § 2º ; 37, § 2º ; 64 e 64-A";"CF 1988 ; D 70.352/1972 ; L 8.212/1991 ; L 9.532/1997";Arrolamento de Bens
6,022;6,021;198;"CTN ; IN 580/2001 SRF";Sigilo Fiscal
6,023;6,022;11, §3;"L 9.311/1996 ; 10.174/2001";Utilização de Dados Relativos à CPMF para Fins de Fiscalização
6,024;6,021;"DL 1455, art. 23, §4º, 26; SUM 323, STF";"DL 1.455/1976 ; D 4.543/2002; Sum 323 STF";Liberação de mercadorias
6,025;6,021;"151, II c/c 156, VI ; 1º, §3º e §4º ; 2º, I";"CTN ; L 9.703/1998 ; D 2.850/1998";Levantamento de depósito
6,026;6,021;art. 2º;L 10.522/2002;Cadastro de Inadimplentes - CADIN
6,027;6,021;"Sum 70 STF ; Sum 547 STF";"Sum 70 STF ; Sum 547 STF";Autorização para Impressão de Documentos Fiscais - AIDF
6,028;6,021;"104, V c/c 105 ,IX a XI ; 604, I";"DL 37/1966 ; D 4.543/2002";Liberação de Veículo Apreendido
6,029;6,021;"104, V e 105 ,IX a XI ; 604";"DL 37/1966 ; D 4.543/2002";Perdimento de Bens
6,031;14;149;CF 1988;Contribuições
6,032;6,031;"145, III ; 81 e 82";"CF 1988 ; CTN ; DL 195/1967";Contribuições de Melhoria
6,033;6,031;"149 ; 195 § 4º";CF 1988;Contribuições Sociais
6,034;6,033;195, I , b e ADCT 56;"CF 1988 ; DL 1.940/1982";Finsocial
6,035;6,033;195, I , b;"CF 1988 ; LC 70/1991; L 9.718/1998 ; 10.833/2003";Cofins
6,036;6,033;"195, I,c; 28 a 30 ; 37";"CF 1988 ; L 7.689/1988 ; L 9.249/1995 ; L 9.316/1996; L 9.430/1996 ; L 10.637/2002";Contribuição Social sobre o Lucro Líquido
6,037;6,033;"212, § 5° ; ; 15 ;";"CF 1988 ; L 10.832/2003 ; L 9.424/1996 ; L 9.766/1998 ; D 3.142/1999; DL 1.422/1975 ; Sum 732 STF";Salário-Educação
6,038;6,033;"195, I, a ; 22, II e 25, II ; 3º, II ; 15 ; 53";"CF 1988 ; L 8.212/1991 ; L 7.787/1989 ; L 6.367/76 ; D 79.037/1976";Seguro Acidentes do Trabalho
6,039;6,033;239;"CF 1988 ; LC 7/1970 ; L 9.715/1998 ; L 9.317/1998 ; 10.637/2002";PIS
6,04;6,033;15, II;"LC 11/1971 ; LC 16/1973";Funrural
6,041;6,033;"149 ; 6º e 7º; 1º, I ;";"CF 1988 ; L 2.613/1955 ; DL 1.110/1970 ; DL 1.146/1970";Contribuição INCRA
6,043;6,033;"195, I, a ; 30, VI, VII e VIII e 33 § 4º";"CF 1988 ; L 8.212/1991";Construção Civil
6,044;6,031;"149 ; 4º, § 1º";"CF 1988 ; L 1.166/1971";Contribuições Corporativas
6,045;6,044;149;"CF 1988 ; L 2.613/1955 ; DL 4.048/1942 ; DL 8.621/1946 ; DL 9.853/1946 ; L 8.029/1990 ; L 8.154/1990 ; L 8.315/1991; D 566/1992 ; D 790/1993 ; L 8.706/1993 ; D 1.007/1993 ; D 1.092/1994";Contribuições para o SEBRAE, SESC, SENAC, SENAI e outros
6,046;6,044;149;"CF 1988; L 2.800/1956 ; L 6.994/1982 ; L 10.795/2003 ; L 11.000/2004";Conselhos Regionais e Afins (Anuidade)
6,047;6,044;"149 ; 579 e 580 ; 27 e 28";"CF 1988 ; CLT";Contribuição Sindical
6,048;6,031;195, I, a e II;"CF 1988 ; L 8.212/1991";Contribuições Previdenciárias
6,049;6,048;"40, e 149, §1º ; 231 ; 9º ; ; ; ; ; ; 4º, 5º e 6º.";"CF 1988 ; L 8.112/1990 ; L 8.162/1991 ;L 8.688/1993; MP 520/1994; MP 628/1994; L 9.630/1998; L 9.783/1999 ; L 10.887/2004";Servidores Ativos
6,05;6,048;"40, §18 e §21 e 149, §1º ; 231 ; 9º; 5º e 6º";"CF 1988 ; L 10.887/2004";Servidores Inativos
6,051;6,048;"195, II ; 12, I, h e j";"CF 1988 ; L 8.212/1991 ; L 9.506/1997; Res 26/2005 SF ; L 10.887/2004";Mandato Eletivo/Lei 9.506/97
6,052;6,048;"195, II ; 12, §4º";"CF 1988 ; L 8.212/1991 ; L 9.032/1995";Aposentadoria/Retorno aoTrabalho
6,053;6,048;"40, § 13 ; 12, I, g";"CF 1988 ; L 8.212/1991 ; L 8.647/1993";Cargo em Comissão
6,054;6,048;"195, I, b ; 20 e 21";"CF 1988 ; L 8.212/1991";Tempo de Serviço Urbano/Contribuições não Recolhidas
6,055;6,048;"195, I, b ; 20 e 21";"CF 1988 ; L 8.212/1991";Tempo de Serviço Rural/Contribuições não Recolhidas
6,056;6,048;"195, I, b ; 1º ; 22, 28, § 7º ; ; 7º, § 2º ; 37 § 7º ; 1º e 6º.";"CF 1988 ; L 7.789/1989 ; L 8.212/1991 ; D 612/1992 ; Lei 8.620/1993 ; D 3.048/1999 ; L 9.783/1999 ; Sum 207 STF";Gratificação Natalina/13º Salário
6,057;6,048;"154, I e 195, § 4º e § 8º ; 25 e 25-A";"CF 1988 ; L 8.212/1991 ; L 8.213/1991 ; L 8.540/1992 ; L 8.870/1994 ; L 10.256/2001";Produção Agropecuária
6,058;6,048;195,I, b;"CF 1988 ; L 8.212/1991";Indenização Trabalhista
6,059;6,048;"§ 1º ; ; 28,§ 9º, e, 9, s";"CLT ; D 22919/1987 ; L 8.212/1991 ; L 9.528/1997 ; Port 3.296/1986 MT 389";Reembolso auxílio-creche
6,06;6,048;"195, I, a ; 22, I";"CF 1988 ; Lei 8.212/91";Contribuição sobre a folha de salários
6,062;6,048;28, I e § 9º, e, 6.;8.212/1991;1/3 de férias
6,063;6,048;28, I e § 9º, c;L 8.212/1991;Auxílio-Alimentação
6,064;6,048;28, I e § 9º, q;L 8.212/1991;Custeio de Assistência Médica
6,065;6,048;28, I;L 8.212/1991;Hora Extra
6,066;6,048;51, Parágrafo Único;"L 8.212/1991 ; Sum 417 STF";Massa Falida- Recolhimento
6,067;6,048;22, IV;L 8.212/1991;Nota Fiscal ou Fatura
6,068;6,048;28, § 9º, a;L 8.212/1991;Salário-Maternidade
6,069;6,048;31;L 8.212/1991;Contribuição sobre Nota Fiscal de Execução de Serviços
6,07;6,048;"3º, I ; 22, I";"L 7.787/1989 ; L 8.212/1991 ; LC 84/1996";Contribuição de Autônomos, Empresários (Pró-labore) e Facultativos
6,072;6,071;Lei 4117/62, art. 51;"L 6.127/1974 ; L 6.093/1974 ; DL 2.186/1984";FNT/Fundo Nacional de Telecomunicações
6,073;6,071;Lei 7700, art. 1º;"L 7.700/1988 ; L 9.309/1996; Sum 50 STJ";ATP/Adicional de Tarifa Portuária
6,074;6,071;Lei 8630, art. 61;"L 8.630/1993 ; D 1.035/1993";AITP/Adicional de Indenização do Trabalhador Portuário Avulso
6,075;6,071;art. 1º;L 7.920/1989;Adicional de Tarifa Aeroportuária
6,076;6,071;Lei 10893, art. 1º;"DL 2.404/1987 ; DL 2.414/1988 ; L 10.893/2004";AFRMM/Adicional ao Frete para Renovação da Marinha Mercante
6,077;6,071;art. 1º;"L 9.424/1996 ; EC 14/1996";FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério
6,078;6,071;arts. 1º e 2º;L 10.438/2002;Seguro Apagão (Lei 10.438/02)
6,079;6,071;art. 2º;L 10.168/2000;Contribuição sobre licença de uso ou transferência de tecnologia
6,08;6,071;"149 ; 177, § 4º";"CF 1988 ; Lei 10.336/2001";Contribuição de Intervenção no Domínio Econômico (CIDE)
6,081;6,071;art. 6º;DL 1.437/1975;FUNDAF/Fundo Especial de Desenvolvimento e Aperfeiçoamento das Atividades de Fiscalização
6,082;6,071;"81§ 1º ; 11, II, a e 14, I e II ; 75, II ; ;";"L 5.787/1972 ; D 92.512/1986 ; L 8.237/1991 ; MP 2.131/2000";FUSEX/FUNSA/FUSMA/Fundo de Saúde das Forças Armadas
6,083;6,071;149-A;CF 1988;Contribuição de Iluminação Pública
6,084;6,071;art. 1º;Lei 4156/62;IUEE/Imposto Único sobre Energia Elétrica
6,085;6,071;Lei 8036, art. 1º;"L 8.036/1990 ; LC 110/2001; Sum 210 STJ";FGTS/Fundo de Garantia Por Tempo de Serviço
6,086;6,071;"36-B ; 3º";"L 4.870/1965 ; DL 308/1967";Contribuição sobre Açúcar e Álcool
6,087;6,071;art. 1º;L 9.539/1997;CPMF/Contribuição Provisória sobre Movimentação Financeira
6,088;14;1º;Mercosul Tr Assunção;Discriminação Tributária MERCOSUL
6,091;6,089;art. 1º;L 10.684/2003;PAES/Parcelamento Especial
6,092;6,089;Lei 9317, arts. 2º e 3º;"L 9.317/1996 ; L 9.779/1999 ; L 10.034/0000; L 10.684/2003";SIMPLES
6,093;6,089;LC 123, art. 3º, §11;"LC 123/2006 ; LC 127/2007";Super SIMPLES
6,095;6,094;"Arts. 42/47 e 55 inc. II e 101 e 151; Art. 6º § 2º; Art. 26 II";"Lei 8.213/91; LC 16/73; Dec. 83.080/79; Lei 9.032/95";Aposentadoria por Invalidez
6,096;6,094;"Arts. 48/51;";"Lei 8.213/91; EC 20/98";Aposentadoria por Idade (Art. 48/51)
6,097;6,096;"art. 11, inc. I, alínea ""a"", e incs. III, IV, alíneas ""a"" e ""b"", V, alíneas ""f"", ""g"" e ""h"" e VI e 142";Lei 8.213/91;Urbana (Art. 48/51)
6,098;6,096;"Arts. 11, I, ""a"", e III, IV, V, ""f"" e ""g"", VI e VII, 39, 48,106, 142 e 143";Lei 8.213/91;Rural (Art. 48/51)
6,099;6,094;"Arts. 52/56; ;";"L 8.213/1991; 9.032/95; EC 20/98";Aposentadoria por Tempo de Serviço (Art. 52/4)
6,1;6,094;Arts. 57/58, , , , , , ,;Lei 8.213/91, Dec. 53.831/64, Dec. 83.080/79, Lei 2.172/97, MP 1.663/98, 9.711/98, Lei 9.528/97 e Lei 9.032/95;Aposentadoria Especial (Art. 57/8)
6,101;6,094;"Arts. 59/64 e 26; Art. 24";"Lei 8.213/91; Lei 3.807/60";Auxílio-Doença Previdenciário
6,102;6,094;Arts. 65/70, Art. 3º, , ,;Leis 8.213/91, 7.789/89, 4.266/63, Dec. 53.153/63;Salário-Família (Art. 65/70)
6,103;6,094;"Arts.25 III, 26 VI, 39 § único, 71/73; ; ;";"Leis 8.213/91; 8.861/94; 9.876/99";Salário-Maternidade (Art. 71/73)
6,104;6,094;Arts. 74/79;Lei 8.213/91;Pensão por Morte (Art. 74/9)
6,105;6,094;"Arts. 74 e 80; Arts. 13 e 201; Arts. 116 a 119";"Lei 8213/91; EC 20/98; Dec 3.048/99";Auxílio-Reclusão (Art. 80)
6,106;6,094;"Arts. 81/85, revogados pelas Leis 8.870/94 e 9.129/95 e 9.032/95, Arts. 11, § 3º e 18, §2º; ; art. 244,245,246;art. 55";"Lei 8.213/91; MP 381/93; Lei 8.212/91; Decreto 83.080/79; dec. 89.312/84";Pecúlios (Art. 81/5)
6,107;6,094;"Art. 86; ;";"Leis 8.213/91; Lei 9.032/95; Lei 9.528/97";Auxílio-Acidente (Art. 86)
6,108;6,107;"art. 6º; Art. 86 inciso I";"Lei 6.367/76; Lei 8.213/91";Incapacidade Laborativa Parcial
6,109;6,107;"art. 6º; art. 86 inciso II";"6.367/76; Lei 8.213/91";Incapacidade Laborativa Permanente
6,11;6,107;"art. 6; Art. 86 inciso III";"Lei 6.367/76; Lei 8.213/91";Incapacidade Laborativa Temporária
6,111;6,107;"Art. 20 e 86; anexo II";"Lei 8.213/91; Decreto 3048/99";Movimentos Repetitivos/Tenossinovite/LER/DORT
6,112;6,107;art. 104, §5º, anexo V;Decreto 3048/99;Redução da Capacidade Auditiva
6,113;6,094;"Art. 87, revogado pela Lei 8.870/94 e Arts. 11, § 3º e 18, §2º; art. 41 inciso V; art. 34";"Lei 8.213/91; Dec. 83080/79; Dec. 89.312/84";Abono de Permanência em Serviço (Art. 87)
6,114;12,734;"Arts. 20 e 21; ;";"Lei 8.742/93; Dec. 1.744/95; Lei 9.720/98";Benefício Assistencial (Art. 203,V CF/88)
6,115;6,094;"; ; art. 186; ;";"Dec-Lei 956/69; Lei 8.186/91; Decreto 83.080/79; Lei 10.478/2002";Ferroviário
6,116;6,094;"Arts. 178 e 197, ""c""; Art. 53; ; ; ; ; ; ; ;";"CF/88; ADCT/88; Leis 288/48; 1.756/52; 4.29763; 5.315/67; CF/67; 5.698/71; Lei 8059/90";Ex-combatentes
6,117;6,094;"Arts. 63 e 70; art. 40; Art. 15; Art. 139; ;";"CLPS; 8.742/93; Lei 9.528/97; Lei 8.213/91; Leis 6.179/13; 6.174/74";Renda Mensal Vitalícia
6,118;6,094;"Art. 1; art. 6º";"E.C. 20/98; Lei 9.876/99";Aposentadoria por Tempo de Contribuição (Art. 55/6)
6,121;6,12;Art. 202;CF/88;RMI pelo art. 202 CF/88 (média dos 36 últimos salários-de-contribuição)
